NAME_REF,NAME_OTHER,CHR,BIN_START,BIN_END,BIN_SIZE,GAP_BOTH,GAP_REF,GAP_OTHER,GAP_NONE,DIFF,SAME
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,1,1000000,1000000,0.000000,0.000000,0.238862,0.761138,0.073244,0.926756
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,1000001,2000000,1000000,0.000000,0.000000,0.179581,0.820419,0.063794,0.936206
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,2000001,3000000,1000000,0.000000,0.000000,0.260551,0.739449,0.044591,0.955409
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,3000001,4000000,1000000,0.000000,0.000000,0.366015,0.633985,0.053585,0.946415
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,4000001,5000000,1000000,0.000000,0.000000,0.207832,0.792168,0.049440,0.950560
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,5000001,6000000,1000000,0.000000,0.000000,0.505698,0.494302,0.060374,0.939626
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,6000001,7000000,1000000,0.000000,0.000000,0.160169,0.839831,0.061821,0.938179
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,7000001,8000000,1000000,0.000000,0.000000,0.179083,0.820917,0.061545,0.938455
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,8000001,9000000,1000000,0.000000,0.000000,0.353088,0.646912,0.063619,0.936381
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,9000001,10000000,1000000,0.000000,0.000000,0.475075,0.524925,0.064061,0.935939
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,10000001,11000000,1000000,0.000000,0.000000,0.288212,0.711788,0.060680,0.939320
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,11000001,12000000,1000000,0.000000,0.000000,0.354899,0.645101,0.077633,0.922367
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,12000001,13000000,1000000,0.000000,0.000000,0.267852,0.732148,0.073071,0.926929
mPonAbe1#2#chrY_hap2_hsaY,hg002#P#chrY_PATERNAL,Y,13000001,14000000,1000000,0.000000,0.000000,0.711207,0.288793,0.070989,0.929011
