NAME_REF,NAME_OTHER,CHR,BIN_START,BIN_END,BIN_SIZE,GAP_BOTH,GAP_REF,GAP_OTHER,GAP_NONE,DIFF,SAME
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,1,1000000,1000000,0.000000,0.000000,0.282784,0.717216,0.019913,0.980087
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,1000001,2000000,1000000,0.000000,0.000000,0.077703,0.922297,0.016601,0.983399
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,2000001,3000000,1000000,0.000000,0.000000,0.343497,0.656503,0.017790,0.982210
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,3000001,4000000,1000000,0.000000,0.000000,0.018031,0.981969,0.017595,0.982405
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,4000001,5000000,1000000,0.000000,0.000000,0.006812,0.993188,0.016580,0.983420
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,5000001,6000000,1000000,0.000000,0.000000,0.015381,0.984619,0.014872,0.985128
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,6000001,7000000,1000000,0.000000,0.000000,0.019289,0.980711,0.013041,0.986959
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,7000001,8000000,1000000,0.000000,0.000000,0.021612,0.978388,0.013668,0.986332
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,8000001,9000000,1000000,0.000000,0.000000,0.016082,0.983918,0.013131,0.986869
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,9000001,10000000,1000000,0.000000,0.000000,0.021364,0.978636,0.012092,0.987908
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,10000001,11000000,1000000,0.000000,0.000000,0.005611,0.994389,0.011537,0.988463
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,11000001,12000000,1000000,0.000000,0.000000,0.032082,0.967918,0.013984,0.986016
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,12000001,13000000,1000000,0.000000,0.000000,0.251927,0.748073,0.017127,0.982873
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,13000001,14000000,1000000,0.000000,0.000000,0.011778,0.988222,0.014843,0.985157
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,14000001,15000000,1000000,0.000000,0.000000,0.011088,0.988912,0.014949,0.985051
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,15000001,16000000,1000000,0.000000,0.000000,0.013590,0.986410,0.011756,0.988244
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,16000001,17000000,1000000,0.000000,0.000000,0.584967,0.415033,0.014970,0.985030
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,17000001,18000000,1000000,0.000000,0.000000,0.039876,0.960124,0.014018,0.985982
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,18000001,19000000,1000000,0.000000,0.000000,0.006854,0.993146,0.014219,0.985781
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,19000001,20000000,1000000,0.000000,0.000000,0.015384,0.984616,0.013747,0.986253
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,20000001,21000000,1000000,0.000000,0.000000,0.012797,0.987203,0.012799,0.987201
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,21000001,22000000,1000000,0.000000,0.000000,0.044584,0.955416,0.011805,0.988195
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,22000001,23000000,1000000,0.000000,0.000000,0.005758,0.994242,0.013157,0.986843
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,23000001,24000000,1000000,0.000000,0.000000,0.013330,0.986670,0.011771,0.988229
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,24000001,25000000,1000000,0.000000,0.000000,0.018679,0.981321,0.011863,0.988137
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,25000001,26000000,1000000,0.000000,0.000000,0.023467,0.976533,0.014513,0.985487
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,26000001,27000000,1000000,0.000000,0.000000,0.012829,0.987171,0.010609,0.989391
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,27000001,28000000,1000000,0.000000,0.000000,0.023477,0.976523,0.010460,0.989540
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,28000001,29000000,1000000,0.000000,0.000000,0.015255,0.984745,0.012533,0.987467
hg002#M#chr1_MATERNAL,mPanPan1#M#chr1_mat_hsa1,1,29000001,30000000,1000000,0.000000,0.000000,0.010891,0.989109,0.011931,0.988069
