NAME_REF,NAME_OTHER,CHR,BIN_START,BIN_END,BIN_SIZE,GAP_BOTH,GAP_REF,GAP_OTHER,GAP_NONE,DIFF,SAME
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,1,1000000,1000000,0.000000,0.000000,0.242618,0.757382,0.073886,0.926114
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,1000001,2000000,1000000,0.000000,0.000000,0.182438,0.817562,0.061960,0.938040
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,2000001,3000000,1000000,0.000000,0.000000,0.063429,0.936571,0.034604,0.965396
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,3000001,4000000,1000000,0.000000,0.000000,0.332305,0.667695,0.032095,0.967905
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,4000001,5000000,1000000,0.000000,0.000000,0.050212,0.949788,0.031000,0.969000
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,5000001,6000000,1000000,0.000000,0.000000,0.057381,0.942619,0.031394,0.968606
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,6000001,7000000,1000000,0.000000,0.000000,0.027373,0.972627,0.026840,0.973160
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,7000001,8000000,1000000,0.000000,0.000000,0.030342,0.969658,0.025667,0.974333
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,8000001,9000000,1000000,0.000000,0.000000,0.063062,0.936938,0.026977,0.973023
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,9000001,10000000,1000000,0.000000,0.000000,0.025458,0.974542,0.028075,0.971925
mPonAbe1#1#chrX_hap1_hsaX,hg002#M#chrX_MATERNAL,X,10000001,11000000,1000000,0.000000,0.000000,0.019299,0.980701,0.024572,0.975428
